2744	729959	¡Oh, mis pantalones blancos! Eran nuevos.	Oh my white pants! They were new.	blancos	[sound:729959.mp3]
2745	1459	Naturalmente, con tanta gente a su alrededor se puso un poco nervioso.	Naturally, with so many people around him he got a little nervous.	naturalmente	[sound:1459.mp3]
2761	733080	Es una pena cuando alguien muere.	It is a shame when someone dies.	muere	[sound:733080.mp3]
2763	733081	¡Caramba! ¡No está mal!	Caramba! Not bad!	caramba	[sound:733081.mp3]
2766	733082	No abrir antes de que pare el tren.	Do not open before the train stops.	pare	[sound:733082.mp3]
2769	459165	Se dice que el amor es ciego.	It is said that love is blind.	ciego	[sound:459165.mp3]
2782	733083	Es imposible para mí explicártelo.	It is impossible for me to explain it to you.	explicártelo	[sound:733083.mp3]
2789	1479	Nada se consigue sin esfuerzo.	Nothing is achieved effortlessly.	consigue	[sound:1479.mp3]
2790	733084	Mucha gente vaga por la vida sin una meta.	Many people vague for life without a goal.	meta	[sound:733084.mp3]
2791	733085	Hazme saber si necesito hacer cambios.	Let me know if I need to make changes.	hazme	[sound:733085.mp3]
2794	733086	¿Llevas condones?	Do you carry condoms?	condones	[sound:733086.mp3]
2796	1481	Haz lo que te diga.	Do what I tell you.	diga	[sound:1481.mp3]
2797	931344	Puedo ir caminando a la escuela en 10 minutos.	I can walk to school in 10 minutes.	caminando	[sound:931344.mp3]
2805	1486	París es la ciudad más bonita del mundo.	Paris is the most beautiful city in the world.	parís	[sound:1486.mp3]
2813	1492	Para ser perfecta sólo le faltaba un defecto.	To be perfect, only a defect was missing.	defecto	[sound:1492.mp3]
2815	733088	No vemos las cosas según son, sino según somos.	We do not see things as they are, but as we are.	vemos	[sound:733088.mp3]
2817	733090	Me encontraste donde nadie estaba buscando.	You found me where nobody was looking for.	encontraste	[sound:733090.mp3]
2819	1493	Pareces estúpido.	You seem stupid.	estúpido	[sound:1493.mp3]
2821	1495	Tengo que ir de compras, estaré de vuelta en una hora.	I have to go shopping, I'll be back in an hour.	estaré	[sound:1495.mp3]
2822	1496	Me llamo Jack.	My name is Jack.	llamo	[sound:1496.mp3]
2829	607895	¿Bailas conmigo?	Dance with Me?	bailas	[sound:607895.mp3]
2831	733093	¿De dónde vienes?	Where you come from?	vienes	[sound:733093.mp3]
2836	733094	¿Puedes marcarme el número? El teléfono está muy alto.	Can you mark the number? The phone is very high.	marcarme	[sound:733094.mp3]
2839	1506	¡Abra la boca!	Open your mouth!	abra	[sound:1506.mp3]
2840	1507	¿Es grave?	It's bad?	grave	[sound:1507.mp3]
2846	931345	Es muy sexy.	It is very sexy.	sexy	[sound:931345.mp3]
2852	1515	Vamos, juega conmigo, ¡estoy tan aburrido!	Come on, play with me, I'm so bored!	juega	[sound:1515.mp3]
2853	788277	¡Ni siquiera pienses en comerte mi chocolate!	Don't even think about eating my chocolate!	pienses	[sound:788277.mp3]
2857	733097	¿Quién no conoce este problema?	Who does not know this problem?	conoce	[sound:733097.mp3]
2870	820142	¿Cómo has llegado a esta idea loca?	How have you reached this crazy idea?	loca	[sound:820142.mp3]
2879	645195	¿Dónde podemos telefonear?	Where can we telephone?	telefonear	[sound:645195.mp3]
2890	733101	¡Sería genial si pudiera hablar diez idiomas!	It would be great if I could speak ten languages!	genial	[sound:733101.mp3]
2894	453026	¿Qué implica ello?	What does this imply?	implica	[sound:453026.mp3]
2897	598433	No preguntéis lo que piensan. Preguntad lo que hacen.	Do not ask what they think. Ask what they do.	preguntad	[sound:598433.mp3]
2899	1529	Me gustaría darle un regalo por su cumpleaños.	I would like to give him a gift for his birthday.	cumpleaños	[sound:1529.mp3]
2904	1532	Estoy casada y tengo dos niños.	I am married and I have two children.	casada	[sound:1532.mp3]
2905	1533	Él toca el piano muy bien.	He plays the piano very well.	toca	[sound:1533.mp3]
2910	440911	Me desnudo.	I nake me.	desnudo	[sound:440911.mp3]
2914	1538	Querer es poder.	Wanting is power.	querer	[sound:1538.mp3]
2915	1539	Quien busca, encuentra.	Who looks for, finds.	busca	[sound:1539.mp3]
2922	733108	¡Toma un libro y léelo!	Take a book and read it!	léelo	[sound:733108.mp3]
2925	1545	Es la pura verdad.	It is the pure truth.	pura	[sound:1545.mp3]
2932	435928	Eres irresistible.	You're irresistible.	irresistible	[sound:435928.mp3]
2943	1556	Es realmente inteligente, ¿verdad?	It's really intelligent, right?	inteligente	[sound:1556.mp3]
2949	733110	Mi hermano menor está mirando la tele.	My younger brother is watching TV.	menor	[sound:733110.mp3]
2955	733111	Este día sólo fue una pérdida de tiempo y de dinero.	This day was only a waste of time and money.	pérdida	[sound:733111.mp3]
2957	1564	Estoy casi listo.	I'm almost ready.	listo	[sound:1564.mp3]
2960	1566	La vida empieza cuando decides lo que esperas de ella.	Life begins when you decide what you expect from her.	empieza	[sound:1566.mp3]
2974	461729	¿Dónde están los servicios?	Where are the services?	servicios	[sound:461729.mp3]
2978	733112	Voy a comprarme una nueva cámara, esta vez digital.	I'm going to buy a new camera, this time digital.	cámara	[sound:733112.mp3]
2986	729965	¿Por qué no podemos hacernos cosquillas a nosotros mismos?	Why can't we tickle ourselves?	cosquillas	[sound:729965.mp3]
2992	932822	Siento una quemazón en el estómago.	I feel a burning in my stomach.	quemazón	[sound:932822.mp3]
2993	733115	La libertad no es gratis.	Freedom is not free.	gratis	[sound:733115.mp3]
2994	733116	¿Cómo provocar el deseo de una mujer?	How to cause a woman's desire?	provocar	[sound:733116.mp3]
3004	1592	Todo el mundo se merece una segunda oportunidad.	Everyone deserves a second chance.	segunda	[sound:1592.mp3]
3005	1593	¿Cuál es la ventaja de esta tecnología?	What is the advantage of this technology?	ventaja	[sound:1593.mp3]
3015	1597	No hay que preparar un plato diferente para cada persona.	Do not prepare a different dish for each person.	preparar	[sound:1597.mp3]
3018	1600	¿Aún te sigues preguntando cuál es el sentido de la vida?	Are you still wondering what the meaning of life is?	sigues	[sound:1600.mp3]
3020	598436	¡Recordad que estamos todos en el mismo barco!	Remember that we are all on the same ship!	recordad	[sound:598436.mp3]
3026	587255	El tiempo ha pasado rapidísimo.	Time has spent very fast.	rapidísimo	[sound:587255.mp3]
3027	733117	¿Cuál es su maleta?	What is your suitcase?	maleta	[sound:733117.mp3]
3034	1608	Así mato dos pájaros de un tiro.	Thus, two birds of a shot.	mato	[sound:1608.mp3]
3037	1611	¿Tiene experiencia profesional?	Do you have professional experience?	profesional	[sound:1611.mp3]
3042	733119	A esta hora hay un tráfico increíble.	At this time there is incredible traffic.	increíble	[sound:733119.mp3]
3045	733120	Ahora tengo que marcharme, están llamando para mi vuelo.	Now I have to leave, they are calling for my flight.	marcharme	[sound:733120.mp3]
3046	733121	Es argentino y da clases de tenis.	He is Argentine and gives tennis classes.	argentino	[sound:733121.mp3]
3047	691331	¿Podría explicarnos cómo funciona el lavavajillas?	Could you explain how the dishwasher works?	explicarnos	[sound:691331.mp3]
3048	733122	Por favor, indíquemelo en el mapa.	Please indicate it on the map.	indíquemelo	[sound:733122.mp3]
3056	1618	Necesitamos una ambulancia.	We need an ambulance.	ambulancia	[sound:1618.mp3]
3061	1622	Todo esfuerzo merece una recompensa.	Every effort deserves a reward.	recompensa	[sound:1622.mp3]
3073	733127	Ahí está la madre del cordero.	There is the lamb's mother.	cordero	[sound:733127.mp3]
3080	733128	No se puede estar en misa y repicando.	You can't be at Mass and replicating.	repicando	[sound:733128.mp3]
3082	729968	Quien fue a Sevilla perdió su silla.	Who went to Seville lost his chair.	sevilla	[sound:729968.mp3]
3083	453027	Si no hay noticias, son buenas noticias.	If there is no news, they are good news.	noticias	[sound:453027.mp3]
120042	733131	Llevaré a cabo este trabajo.	I will carry out this work.	llevaré	[sound:733131.mp3]
127380	921142	Me despierto habitualmente a las seis.	I usually wake up at six.	habitualmente	[sound:921142.mp3]
127399	820145	—¿Cómo te sientes? —preguntó él.	-How you feel? He asked.	sientes	[sound:820145.mp3]
135771	729970	Depende de a lo que te refieras con "creer" en Dios.	It depends on what you mean by "believing" in God.	refieras	[sound:729970.mp3]
135781	526875	Mi reloj necesita una reparación.	My watch needs repair.	reparación	[sound:526875.mp3]
135806	706492	Yamamoto también es uno de mis amigos.	Yamamoto is also one of my friends.	yamamoto	[sound:706492.mp3]
135896	534239	El próximo domingo iremos a visitar a nuestra tía.	Next Sunday we will visit our aunt.	tía	[sound:534239.mp3]
138640	526876	Sean tan amables de abstenerse de fumar aquí.	Be so friendly to refrain from smoking here.	abstenerse	[sound:526876.mp3]
139496	921145	Raúl no se sabe divertir sin los amigos.	Raúl does not know how to have fun without friends.	raúl	[sound:921145.mp3]
139501	921146	Rubén es padre de tres hijos.	Rubén is the father of three children.	rubén	[sound:921146.mp3]
180521	820149	Eso es muy amable de tu parte, respondió Willie.	That is very friendly from you, Willie replied.	willie	[sound:820149.mp3]
180547	820150	La democracia es la peor forma de gobierno, con excepción de todas las otras que se ha probado.	Democracy is the worst form of government, with the exception of all the others that have been tested.	probado	[sound:820150.mp3]
180552	521999	Sería divertido ver cómo las cosas cambian a través de los años.	It would be fun to see how things change over the years.	cambian	[sound:521999.mp3]
180554	585673	Me tomó más de dos horas traducir unas pocas páginas en inglés.	It took me more than two hours to translate a few pages in English.	tomó	[sound:585673.mp3]
180566	515821	Realmente necesito golpear a alguien.	I really need to hit someone.	golpear	[sound:515821.mp3]
180701	442545	Me gusta viajar.	I like to travel.	viajar	[sound:442545.mp3]
180709	788283	He ayudado a mis padres con las tareas domésticas.	I have helped my parents with domestic tasks.	domésticas	[sound:788283.mp3]
181264	453028	¿Dónde habías estado hasta ahora?	Where had you been so far?	habías	[sound:453028.mp3]
329731	25303	Será fácil acabar este trabajo antes del martes.	It will be easy to finish this work before Tuesday.	acabar	[sound:25303.mp3]
329737	582309	No se ganó Zamora en una hora.	Zamora did not win in an hour.	zamora	[sound:582309.mp3]
329763	706497	Su cara estaba pálida.	His face was pale.	pálida	[sound:706497.mp3]
329764	921149	El deporte es bueno para la salud.	Sport is good for health.	deporte	[sound:921149.mp3]
329765	706498	Ellos repudiaron a su hijo.	They repudiated their son.	repudiaron	[sound:706498.mp3]
329766	612321	El descanso es desde las 10:40h hasta las 11h.	The break is from 10: 40h to 11h.	:	[sound:612321.mp3]
329769	534240	Terminamos el trabajo un poco antes de las diez.	We finish the work a little before ten.	terminamos	[sound:534240.mp3]
329778	706499	¿Está el Sr. Jones en la oficina?	Is Mr. Jones in the office?	jones	[sound:706499.mp3]
329779	706500	Si no es molestia, por favor.	If it is not discomfort, please.	molestia	[sound:706500.mp3]
329784	706501	Varios periódicos publicaron esa historia.	Several newspapers published that story.	publicaron	[sound:706501.mp3]
329785	706502	Numerosas personas murieron por la explosión.	Numerous people died from the explosion.	numerosas	[sound:706502.mp3]
329787	706503	Montones de estrellas brillan en el cielo.	Montones of stars shine in the sky.	brillan	[sound:706503.mp3]
329822	25310	Él trabajó con más entusiasmo que nunca.	He worked with more enthusiasm than ever.	entusiasmo	[sound:25310.mp3]
329826	526883	¿Cuándo me podrán devolver esto?	When can you return this to me?	podrán	[sound:526883.mp3]
329848	526888	Una botella de vino, por favor.	A bottle of wine, please.	botella	[sound:526888.mp3]
329852	461730	Derrotamos al enemigo.	We defeat the enemy.	derrotamos	[sound:461730.mp3]
329854	526889	Como llovió, no fuimos de picnic.	As it rained, we were not picnic.	picnic	[sound:526889.mp3]
329855	706509	¿Vas progresando en tus estudios de inglés?	Are you progressing in your English studies?	progresando	[sound:706509.mp3]
329856	534242	Al llegar a la estación, telefoneé a mi amigo.	Upon arriving at the station, I telephoned my friend.	telefoneé	[sound:534242.mp3]
329859	706511	La cuerda se rompió al tensarse demasiado.	The rope broke when tense too much.	tensarse	[sound:706511.mp3]
329862	453031	Guárdeme un asiento, por favor.	Stand a seat, please.	guárdeme	[sound:453031.mp3]
329865	526894	Comimos filete y bebimos vino.	We ate fillet and we drank wine.	bebimos	[sound:526894.mp3]
329866	706512	Llevamos tres años estudiando inglés.	We have been studying English for three years.	llevamos	[sound:706512.mp3]
329867	449788	Nosotros creemos en Dios.	We believe in God.	creemos	[sound:449788.mp3]
329878	526896	Se oyó un sonido en el dormitorio.	A sound was heard in the bedroom.	oyó	[sound:526896.mp3]
329884	449790	Vayamos en tren.	Let's go by train.	vayamos	[sound:449790.mp3]
329887	706516	Él cuenta con no poca experiencia.	He has little experience.	poca	[sound:706516.mp3]
329890	706517	Él era sospechoso de ser un espía.	He was suspicious of being a spy.	espía	[sound:706517.mp3]
329898	526899	Él la acusó de haberle mentido.	He accused her of lied.	haberle	[sound:526899.mp3]
329900	612322	Suelo oírla tocar el piano.	I usually hear it touch the piano.	oírla	[sound:612322.mp3]
329911	526900	Me las apañé para llegar a tiempo.	I managed to get on time.	apañé	[sound:526900.mp3]
329915	706522	No, aún no lo he escrito.	No, I haven't written it yet.	escrito	[sound:706522.mp3]
329920	526903	¿Sabes por qué dejaron de hablar?	Do you know why they stopped talking?	dejaron	[sound:526903.mp3]
329921	706523	Empezaron a investigar sobre ese problema.	They began to investigate that problem.	investigar	[sound:706523.mp3]
329940	706528	Pongámosle ese trabajo a mi hijo.	Let's put that job to my son.	pongámosle	[sound:706528.mp3]
329953	526911	Estuvimos esperándote un día entero.	We were waiting for you a whole day.	estuvimos	[sound:526911.mp3]
329955	612324	Ojalá no nos salga nada mal esta vez.	I wish we don't go wrong this time.	salga	[sound:612324.mp3]
329956	526912	Esta semana hay tres exámenes parciales.	This week there are three partial exams.	parciales	[sound:526912.mp3]
329966	706530	Ese grupo se compone de seis miembros.	That group consists of six members.	compone	[sound:706530.mp3]
329967	706531	No merece la pena reparar ese coche.	It is not worth repairing that car.	reparar	[sound:706531.mp3]
329969	461032	Eso lo dejé metido en el cajón.	I left that in the drawer.	metido	[sound:461032.mp3]
329972	706532	No consigo entender eso de ninguna manera.	I can't understand that in any way.	consigo	[sound:706532.mp3]
329974	706534	¿Te gusta el béisbol, Bin?	Do you like baseball, bin?	bin	[sound:706534.mp3]
329977	526914	Si me retrasara, no me esperes.	If you delay me, don't wait for me.	retrasara	[sound:526914.mp3]
329982	526916	Déjeme en la estación, por favor.	Leave me at the station, please.	déjeme	[sound:526916.mp3]
329985	526918	Como hacía mucho calor, fuimos a bañarnos.	As it was very hot, we went to bathe.	bañarnos	[sound:526918.mp3]
329986	526919	Hay una manzana sobre el pupitre.	There is an apple on the desk.	pupitre	[sound:526919.mp3]
329988	706535	Los estudiantes son formales en su mayoría.	Students are mostly formal.	formales	[sound:706535.mp3]
329990	706536	En general, los japoneses son conservadores.	In general, the Japanese are conservative.	conservadores	[sound:706536.mp3]
329991	706537	Con ese trabajo tuvimos pérdidas.	With that work we had losses.	pérdidas	[sound:706537.mp3]
329996	25319	Paseo todos los días, excepto cuando llueve.	Walk every day, except when it rains.	paseo	[sound:25319.mp3]
330003	25326	Hablamos durante un momento.	We talk for a moment.	hablamos	[sound:25326.mp3]
330004	587257	¿Qué opina del arte contemporáneo?	What do you think of contemporary art?	opina	[sound:587257.mp3]
330007	25327	Él me dio una palmada en el hombro.	He slapped me on my shoulder.	palmada	[sound:25327.mp3]
330020	526920	Me hicieron esperar cerca de 30 minutos.	They made me wait about 30 minutes.	hicieron	[sound:526920.mp3]
330025	706540	Jane es una chica terriblemente atractiva.	Jane is a terribly attractive girl.	terriblemente	[sound:706540.mp3]
330031	534244	El médico me dijo que dejara el tabaco.	The doctor told me to leave tobacco.	tabaco	[sound:534244.mp3]
330035	706543	Nademos un poco por la tarde.	Let's swim a little in the afternoon.	nademos	[sound:706543.mp3]
330039	706544	Odio que me hagan esperar mucho tiempo.	I hate that they make me wait for a long time.	hagan	[sound:706544.mp3]
330049	706548	La vista nocturna de Tokio es magnífica.	Tokyo's night view is magnificent.	nocturna	[sound:706548.mp3]
330053	706549	Agotó toda su energía en ese trabajo.	He exhausted all his energy in that work.	agotó	[sound:706549.mp3]
330058	706550	Él apagó la luz y se acostó.	He turned off the light and lay down.	acostó	[sound:706550.mp3]
330063	706552	Estábamos todos comiendo agradablemente.	We were all eating pleasantly.	agradablemente	[sound:706552.mp3]
330064	706553	Se hizo rico gracias a los terrenos.	He became rich thanks to the land.	terrenos	[sound:706553.mp3]
330068	706554	Las apariencias de las personas engañan.	The appearances of people deceive.	engañan	[sound:706554.mp3]
330070	706555	¿A qué hora volviste? "Anteayer."	What time did you come back? "The day before yesterday."	volviste	[sound:706555.mp3]
330086	706561	Cámbiemelo por otro, por favor.	Change it for another, please.	cámbiemelo	[sound:706561.mp3]
330094	706562	¿Le importa decirme su peso?	Do you mind telling me your weight?	decirme	[sound:706562.mp3]
330096	526929	Yo vivo en este barrio.	I live in this neighborhood.	barrio	[sound:526929.mp3]
330099	706564	El arroz se vende por kilos.	The rice is sold for kilos.	kilos	[sound:706564.mp3]
330101	706565	Voy estando cansado y viejo.	I'm tired and old.	estando	[sound:706565.mp3]
330108	534251	Él siempre usa palabras vulgares cuando se enfada.	He always uses vulgar words when he gets angry.	vulgares	[sound:534251.mp3]
330115	526932	Japón es un país insular.	Japan is an island country.	insular	[sound:526932.mp3]
330116	706570	Japón es un país industrial.	Japan is an industrial country.	industrial	[sound:706570.mp3]
330117	526933	Es una muñeca japonesa.	It is a Japanese doll.	muñeca	[sound:526933.mp3]
330119	526935	Seguramente ella lo intentará otra vez.	Surely she will try again.	seguramente	[sound:526935.mp3]
330123	706571	Montaron en el avión.	They rode on the plane.	montaron	[sound:706571.mp3]
330129	526938	Los chicos estaban callados.	The boys were silent.	callados	[sound:526938.mp3]
330130	526939	¿Qué tomas para desayunar?	What do you take for breakfast?	tomas	[sound:526939.mp3]
330134	526940	Ella reconoció haber cometido un error.	She acknowledged having made a mistake.	cometido	[sound:526940.mp3]
330135	526941	A ella la crió su abuela.	She raised her grandmother.	crió	[sound:526941.mp3]
330136	526942	Soy el benjamín de la familia.	I am the Benjamin of the family.	benjamín	[sound:526942.mp3]
330138	526944	Ayer me peleé con mi hermano mayor.	Yesterday I fought with my older brother.	peleé	[sound:526944.mp3]
330147	706577	El perro estaba olfateando un palo.	The dog was sniffing a stick.	olfateando	[sound:706577.mp3]
330151	526949	Esto por correo certificado, por favor.	This by certified mail, please.	certificado	[sound:526949.mp3]
330155	526950	Ese descubrimiento fue totalmente casual.	That discovery was totally casual.	descubrimiento	[sound:526950.mp3]
330162	526954	Estoy ocupado buscando piso.	I'm busy looking for a floor.	piso	[sound:526954.mp3]
330163	612326	¿Quién tendrá la responsabilidad de ese accidente?	Who will have the responsibility of that accident?	responsabilidad	[sound:612326.mp3]
330625	706581	Los aviones despegaron uno tras otro.	The planes took off one after another.	despegaron	[sound:706581.mp3]
330626	733138	Ella no habla solamente inglés, también habla francés.	She does not speak only English, also speaks French.	solamente	[sound:733138.mp3]
330632	25355	Su mujer es francesa.	His wife is French.	francesa	[sound:25355.mp3]
330642	733139	Por favor, ten más cuidado en el futuro.	Please be more careful in the future.	ten	[sound:733139.mp3]
330649	526960	Esperamos mucho tiempo en el parque.	We wait a lot of time in the park.	esperamos	[sound:526960.mp3]
330651	587258	Me mantengo en forma trotando todas las mañanas.	I keep jogging every morning.	trotando	[sound:587258.mp3]
330653	706588	Estoy cultivando rosas en el jardín.	I am growing roses in the garden.	cultivando	[sound:706588.mp3]
330655	706589	Escribí una carta en inglés.	I wrote an English letter.	escribí	[sound:706589.mp3]
330658	706592	Yo personalmente prefiero quedarme en casa.	I personally prefer to stay at home.	personalmente	[sound:706592.mp3]
330666	706593	Continuemos con el estudio de hoy.	Let's continue with today's study.	continuemos	[sound:706593.mp3]
330669	25357	Hay una casa en la colina.	There is a house on the hill.	colina	[sound:25357.mp3]
330670	733140	La ceremonia inaugural se realizó ayer.	The inaugural ceremony was held yesterday.	inaugural	[sound:733140.mp3]
330688	733144	Es difícil conversar con alguien que sólo dice "sí" y "no".	It's hard to talk with someone who only says "yes" and "no."	conversar	[sound:733144.mp3]
330979	585675	¿Para qué fuiste allá?	What were you there for?	fuiste	[sound:585675.mp3]
330980	585676	¿Para qué hiciste eso?	What did you do that?	hiciste	[sound:585676.mp3]
331443	449795	Eso es completamente absurdo.	That is completely absurd.	absurdo	[sound:449795.mp3]
331445	585681	Es absolutamente imposible.	It is absolutely impossible.	absolutamente	[sound:585681.mp3]
331580	449796	No hay evidencia.	There is no evidence.	evidencia	[sound:449796.mp3]
331681	444077	Aquí está mi recibo.	Here is my receipt.	recibo	[sound:444077.mp3]
331717	449797	Yo me equivoqué.	I was wrong.	equivoqué	[sound:449797.mp3]
333162	585686	¿Por qué no pudiste dormir anoche?	Why couldn't you sleep last night?	pudiste	[sound:585686.mp3]
336279	932824	Ella está trabajando en una agencia del gobierno, ¿no?	She is working in a government agency, right?	agencia	[sound:932824.mp3]
336380	932826	Después de eso no supimos nada más de él.	After that we knew anything more about him.	supimos	[sound:932826.mp3]
336381	932827	Esperábamos terminar el trabajo antes de las fiestas.	We expected to finish the job before the holidays.	terminar	[sound:932827.mp3]
